"","acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","ph","sulphates","alcohol","quality","tipo"
"1142",7.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7,"blanco"
"1143",8.55,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,"blanco"
"1144",9.55,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,4,"blanco"
"1145",8.57,0.39,3.9,0.034,22,122,0.9917,3.29,0.67,12.8,7,"blanco"
"1146",6.87,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,7,"blanco"
"1147",7.93,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5,"blanco"
"1148",7.79,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5,"blanco"
"1149",7.52,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,"blanco"
"1150",6.59,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6,"blanco"
"1151",7.15,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8,"blanco"
"1152",6.69,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7,"blanco"
"1153",6.32,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6,"blanco"
"1154",6.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,7,"blanco"
"1155",6.65,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,7,"blanco"
"1156",7.22,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4,"blanco"
"1157",6.83,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,7,"blanco"
"1158",7.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,6,"blanco"
"1159",7.87,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,5,"blanco"
"1160",8.04,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,5,"blanco"
"1161",7.88,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6,"blanco"
"1162",8.56,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7,"blanco"
"1163",10.92,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6,"blanco"
"1164",7.13,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7,"blanco"
"1165",6.5,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,7,"blanco"
"1166",7.17,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,6,"blanco"
"1167",7.18,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6,"blanco"
"1168",7.18,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7,"blanco"
"1169",7.36,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,6,"blanco"
"1170",7.28,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,7,"blanco"
"1171",6.13,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7,"blanco"
"1172",7.16,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,6,"blanco"
"1173",7.46,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,6,"blanco"
"1174",7.03,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,6,"blanco"
"1175",6.53,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5,"blanco"
"1176",6.09,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,"blanco"
"1177",7.02,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,"blanco"
"1178",7.48,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,"blanco"
"1179",8.29,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6,"blanco"
"1180",6.09,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,6,"blanco"
"1181",6.36,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6,"blanco"
"1182",5.835,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,"blanco"
"1183",7.09,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,7,"blanco"
"1184",7.55,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,"blanco"
"1185",7.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,"blanco"
"1186",6.97,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,6,"blanco"
"1187",7.8,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,8,"blanco"
"1188",7.36,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8,"blanco"
"1189",9.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,5,"blanco"
"1190",6.69,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,4,"blanco"
"1191",8.42,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8,"blanco"
"1192",7.29,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6,"blanco"
"1193",8.1,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,6,"blanco"
"1194",7.36,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6,"blanco"
"1195",7.2,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,8,"blanco"
"1196",8.39,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,"blanco"
"1197",5.97,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,"blanco"
"1198",6.315,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3,5,"blanco"
"1199",6.83,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6,"blanco"
"1200",9.15,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,3,"blanco"
"1201",7.25,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,5,"blanco"
"1202",7.74,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,7,"blanco"
"1203",9.48,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,4,"blanco"
"1204",6.38,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,6,"blanco"
"1205",5.465,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,5,"blanco"
"1206",10.05,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,4,"blanco"
"1207",7.02,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6,"blanco"
"1208",7.42,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6,"blanco"
"1209",7.65,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,5,"blanco"
"1210",8.38,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,"blanco"
"1211",6.32,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,"blanco"
"1212",7.39,0.24,1,0.048,8,119,0.9923,3,0.31,10.1,4,"blanco"
"1213",6.86,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,7,"blanco"
"1214",7.39,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,"blanco"
"1215",7.13,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,5,"blanco"
"1216",9.06,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,5,"blanco"
"1217",6.53,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,5,"blanco"
"1218",6.35,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,5,"blanco"
"1219",7.46,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,5,"blanco"
"1220",7.51,0.24,1.4,0.057,17,117,0.9928,3.16,0.35,10.5,5,"blanco"
"1221",8.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4,5,"blanco"
"1222",7.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6,"blanco"
"1223",8.23,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,"blanco"
"1224",8.5,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,"blanco"
"1225",6.57,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,"blanco"
"1226",7.56,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,"blanco"
"1227",7.09,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,"blanco"
"1228",7.6,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5,"blanco"
"1229",8.12,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7,"blanco"
"1230",8.51,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5,"blanco"
"1231",7.24,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,5,"blanco"
"1232",7.32,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6,"blanco"
"1233",8.01,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6,"blanco"
"1234",8.67,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,6,"blanco"
"1235",6.545,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6,"blanco"
"1236",8.49,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,6,"blanco"
"1237",8.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8,"blanco"
"1238",7.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,5,"blanco"
"1239",7.35,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,7,"blanco"
"1240",6.74,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5,"blanco"
"1241",8.01,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5,"blanco"
"1242",7.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6,"blanco"
"1243",7.15,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4,"blanco"
"1244",7.28,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,"blanco"
"1245",7.95,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,5,"blanco"
"1246",8.11,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,6,"blanco"
"1247",8.12,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,6,"blanco"
"1248",7.86,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,6,"blanco"
"1249",6.85,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,6,"blanco"
"1250",6.86,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6,"blanco"
"1251",7.82,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,3,"blanco"
"1252",7.68,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6,"blanco"
"1253",6.35,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,6,"blanco"
"1254",6.95,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,6,"blanco"
"1255",6.76,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,6,"blanco"
"1256",8.06,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,5,"blanco"
"1257",5.785,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,6,"blanco"
"1258",7.7,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,5,"blanco"
"1259",8.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,5,"blanco"
"1260",8.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8,"blanco"
"1261",8.05,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,8,"blanco"
"1262",7.89,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,7,"blanco"
"1263",7.32,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,5,"blanco"
"1264",7.07,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,7,"blanco"
"1265",7.97,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6,"blanco"
"1266",7.21,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6,"blanco"
"1267",7.59,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,"blanco"
"1268",8.5,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,"blanco"
"1269",6.9,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,"blanco"
"1270",7.16,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7,"blanco"
"1271",7.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8,"blanco"
"1272",9.38,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,7,"blanco"
"1273",8.3,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6,"blanco"
"1274",8.06,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,6,"blanco"
"1275",7.01,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,6,"blanco"
"1276",8.1,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,5,"blanco"
"1277",8.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,5,"blanco"
"1278",9.03,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6,"blanco"
"1279",7.52,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,7,"blanco"
"1280",7.52,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6,"blanco"
"1281",7.455,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6,"blanco"
"1282",8.42,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6,"blanco"
"1283",8.44,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,"blanco"
"1284",8.63,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12,6,"blanco"
"1285",8.5,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6,"blanco"
"1286",7.11,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5,"blanco"
"1287",8.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,6,"blanco"
"1288",6.81,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,"blanco"
"1289",7.47,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5,"blanco"
"1290",14.47,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,"blanco"
"1291",8.18,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,6,"blanco"
"1292",7.67,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,"blanco"
"1293",8.4,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7,"blanco"
"1294",7.73,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,7,"blanco"
"1295",7.56,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6,"blanco"
"1296",7.28,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,"blanco"
"1297",8.65,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,"blanco"
"1298",9.03,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,"blanco"
"1299",8.38,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,6,"blanco"
"1300",6.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6,"blanco"
"1301",7.63,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,4,"blanco"
"1302",7.36,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,6,"blanco"
"1303",7.44,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,6,"blanco"
"1304",8.02,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6,"blanco"
"1305",6.99,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,6,"blanco"
"1306",7,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,6,"blanco"
"1307",7.46,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,6,"blanco"
"1308",8.08,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,"blanco"
"1309",6.79,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6,"blanco"
"1310",7.51,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7,"blanco"
"1311",7.2,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,7,"blanco"
"1312",8.32,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7,"blanco"
"1313",7.14,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7,"blanco"
"1314",7.83,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6,"blanco"
"1315",6.63,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,4,"blanco"
"1316",9.15,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,"blanco"
"1317",8.1,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6,"blanco"
"1318",9.38,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,"blanco"
"1319",7.44,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7,"blanco"
"1320",8.69,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,6,"blanco"
"1321",7.78,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,5,"blanco"
"1322",7.69,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,5,"blanco"
"1323",7.7,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6,"blanco"
"1324",7,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,5,"blanco"
"1325",6.9,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,5,"blanco"
"1326",7.12,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,6,"blanco"
"1327",8.06,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,5,"blanco"
"1328",8.67,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,4,"blanco"
"1329",6.97,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,6,"blanco"
"1330",6.47,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6,"blanco"
"1331",7.74,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,4,"blanco"
"1332",6.58,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5,"blanco"
"1333",7.91,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,4,"blanco"
"1334",10.11,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5,"blanco"
"1335",9.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6,"blanco"
"1336",8.64,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,7,"blanco"
"1337",6.65,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6,"blanco"
"1338",7.6,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,"blanco"
"1339",9.61,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,5,"blanco"
"1340",7.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,6,"blanco"
"1341",8.04,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6,"blanco"
"1342",6.52,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,6,"blanco"
"1343",7.01,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6,"blanco"
"1344",8.76,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,6,"blanco"
"1345",7.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,"blanco"
"1346",6.67,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,"blanco"
"1347",7.15,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5,"blanco"
"1348",6.54,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,6,"blanco"
"1349",7.03,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,6,"blanco"
"1350",8.54,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6,"blanco"
"1351",5.99,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,5,"blanco"
"1352",6.01,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,"blanco"
"1353",7.11,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5,"blanco"
"1354",7.36,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9,"blanco"
"1355",7.82,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6,"blanco"
"1356",5.99,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7,"blanco"
"1357",7.17,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,5,"blanco"
"1358",8.3,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,7,"blanco"
"1359",8.46,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,6,"blanco"
"1360",8.06,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,"blanco"
"1361",8.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,7,"blanco"
"1362",8.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,5,"blanco"
"1363",7.69,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6,"blanco"
"1364",7.24,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,6,"blanco"
"1365",6.4,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6,"blanco"
"1366",6.77,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6,"blanco"
"1367",6.42,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8,"blanco"
"1368",9.22,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5,"blanco"
"1369",6.94,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,6,"blanco"
"1370",7.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6,"blanco"
"1371",9.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7,"blanco"
"1372",6.66,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,6,"blanco"
"1373",9.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,6,"blanco"
"1374",8.4,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,"blanco"
"1375",7.95,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6,6,"blanco"
"1376",7.15,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,5,"blanco"
"1377",7.38,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8,"blanco"
"1378",7.59,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7,"blanco"
"1379",8.55,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6,"blanco"
"1380",7.64,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,6,"blanco"
"1381",8.29,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5,"blanco"
"1382",8.22,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,6,"blanco"
"1383",8.07,0.49,13,0.239,42,220,0.9988,2.96,0.51,9.2,5,"blanco"
"1384",8.12,0.49,3.8,0.042,26,105,0.993,3.1,0.39,10.5,5,"blanco"
"1385",6.62,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6,"blanco"
"1386",7.49,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7,"blanco"
"1387",8.4,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,7,"blanco"
"1388",7.74,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7,"blanco"
"1389",8.01,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7,"blanco"
"1390",7.4,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5,"blanco"
"1391",7.16,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,4,"blanco"
"1392",7.91,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7,"blanco"
"1393",6.82,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6,"blanco"
"1394",8.49,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,4,"blanco"
"1396",7.06,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5,"blanco"
"1397",8.08,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5,"blanco"
"1398",5.95,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5,"blanco"
"1399",8.2,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6,"blanco"
"1400",6.91,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,5,"blanco"
"1401",6.925,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,5,"blanco"
"1402",6.87,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,6,"blanco"
"1403",6.96,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6,"blanco"
"1404",6.91,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,7,"blanco"
"1405",8.38,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,4,"blanco"
"1406",6.63,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,8,"blanco"
"1407",8.245,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,5,"blanco"
"1408",9.19,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,6,"blanco"
"1409",8.08,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7,"blanco"
"1410",7.41,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6,"blanco"
"1411",8.04,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6,"blanco"
"1412",7.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7,"blanco"
"1413",6.86,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,5,"blanco"
"1414",6.87,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,5,"blanco"
"1415",7.02,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,6,"blanco"
"1416",6.47,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5,"blanco"
"1417",7.53,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,6,"blanco"
"1418",6.5,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,6,"blanco"
"1419",6.75,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,5,"blanco"
"1420",7.92,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,5,"blanco"
"1421",6.61,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6,"blanco"
"1422",7.45,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,"blanco"
"1423",7.56,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7,"blanco"
"1424",7.66,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5,"blanco"
"1425",6.95,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,3,"blanco"
"1426",7.26,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6,"blanco"
"1427",9.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,4,"blanco"
"1428",7.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,"blanco"
"1429",6.965,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,5,"blanco"
